grb GRBNAME met trigtime ra dec err ts real LLE_sig theta zenith source_events transient_events source_events_1GeV transient_events_1GeV max_photon_energy max_photon_time photon_flux photon_flux_err energy_flux energy_flux_err LAT_T90 LLE_T90 GBM_T90 LAT_GCN z afterglow BAT_det GCNNAME RA DEC ERR SEP2CLOSEST THETA ZENITH LLE IRFS TSTART_SU TSTOP_SU TS_SU Flux_SU Flux_SU_err Index_SU Index_SU_err TSTART_BEST TSTOP_BEST TS_BEST Flux_BEST Flux_BEST_err Index_BEST Index_BEST_err TSTART_AG TSTOP_AG TS_AG Flux_AG Flux_AG_err Index_AG Index_AG_err
GRB110227229 ---------- 320477412.82 "2011-02-27 05:30:10.822" 0.0 0.0 0.0 35.4 YES 2.06 6.7 47.5 19.0 22.0 2.0 2.0 220.3 220.3 2.9e-06 0.0 2.55e-09 0.0 0.0 0.0 0.0 0.0 0.0 --- N 140104731 218.76 -8.98 0.13 3.87 18.0 36.3 2.6 P8_TRANSIENT010E 0.0 10000.0 49.8 9.09e-07 2.96e-07 -1.96 0.24 0.0 3000.0 61.9 1.94e-06 5.78e-07 -1.94 0.23 188.772 1510.937 58.4 2.64e-06 7.94e-07 -1.93 0.23
GRB110328520 ---------- 323008161.19 "2011-03-28 12:29:19.194" 121.65 41.53 0.117 51.8 YES 6.63 35.8 43.3 10.0 15.0 2.0 2.0 737.2 737.2 2.37e-06 1.11e-06 2.7e-09 2.03e-09 0.0 0.0 0.0 0.0 0.0 --- N 140102887 211.92 1.36 0.12 2.51 47.2 45.1 6.4 P8_TRANSIENT020E 0.0 10000.0 42.4 4.09e-07 1.81e-07 -1.61 0.26 0.0 3000.0 68.3 2.95e-06 9.65e-07 -1.82 0.23 2.649 661.288 66.0 3.36e-06 1.16e-06 -1.72 0.23
GRB110428388 GRB110428A 325675112.41 "2011-04-28 09:18:30.406" 5.41 65.01 0.13 62.9 YES 2.16 34.6 84.4 42.0 47.0 8.0 8.0 242.6 242.6 6.69e-06 2.03e-06 9.1e-09 5.28e-09 0.0 0.0 0.0 0.0 0.0 X N 131231198 10.55 -1.72 0.03 2.23 38.2 41.3 9.3 P8_TRANSIENT010E 0.0 10000.0 240.7 1.68e-06 3.13e-07 -1.68 0.12 18.977 5099.583 250.9 2.69e-06 4.93e-07 -1.66 0.12 18.977 5099.583 250.9 2.69e-06 4.93e-07 -1.66 0.12
GRB110518860 ---------- 327443891.0 "2011-05-18 20:38:09.000" 67.19 -34.27 0.1299 38.2 YES 0.0 165.2 123.8 18.0 25.0 3.0 3.0 3018.5 3018.5 8.3e-07 3.79e-07 1.6e-09 1.32e-09 0.0 0.0 0.0 0.0 0.0 --- N 131209547 137.11 -33.92 0.84 1.48 20.8 54.2 2.3 P8_TRANSIENT020E 0.0 500.0 20.6 5.52e-06 1.88e-06 -3.55 0.74 0.0 100.0 17.8 2.56e-05 0.0 -3.16 0.67 9.844 147.206 17.4 2.05e-05 0.0 -3.2 0.67
GRB110625881 GRB110625A 330728900.24 "2011-06-25 21:08:18.236" 286.6377 6.5663 0.1564 98.2 YES 2.0 87.4 50.4 90.0 121.0 14.0 16.0 795.5 795.5 1.65e-05 4.12e-06 6.98e-09 1.84e-09 0.0 0.0 0.0 0.0 0.0 X Y 131108862 156.79 9.59 0.12 4.6 25.1 22.0 24.3 P8_TRANSIENT020E 0.0 10000.0 351.9 6.23e-06 5.81e-07 -2.59 0.12 0.019 433.449 420.9 6.9e-05 5.86e-06 -2.64 0.11 0.019 433.449 420.9 6.9e-05 5.86e-06 -2.64 0.11
GRB110721200 ---------- 332916465.76 "2011-07-21 04:47:43.761" 333.5284 -38.5754 0.0913 288.3 YES 28.65 40.4 83.1 26.0 30.0 2.0 2.0 76.3 76.3 7.12e-05 1.21e-05 3.8e-08 1.17e-08 0.0 0.0 0.0 0.0 0.0 --- N 131029973 200.85 48.03 0.13 1.69 59.7 93.9 2.9 P8_TRANSIENT010E 0.0 10000.0 59.4 2.66e-06 6.05e-07 -2.49 0.24 0.0 3000.0 87.7 1.38e-05 2.35e-06 -2.48 0.21 36.583 3224.02 87.6 1.41e-05 2.41e-06 -2.48 0.21
GRB110728056 ---------- 333508824.82 "2011-07-28 01:20:22.816" 173.55 4.36 0.4187 55.1 YES 2.81 41.3 15.6 7.0 7.0 2.0 2.0 0.4 0.4 0.000164 6.65e-05 1.47e-07 1.39e-07 0.0 0.0 0.0 0.0 0.0 --- N 131014215 100.41 -19.2 0.26 3.32 73.5 75.6 8.1 P8_TRANSIENT100E 0.0 10000.0 32.1 2.13e-06 6.05e-07 -2.21 0.25 0.0 30.0 192.0 0.00106 0.000218 -1.96 0.18 1.374 345.4 91.2 2.28e-05 4.79e-06 -1.99 0.18
GRB110731465 GRB110731A 333803371.95 "2011-07-31 11:09:29.954" 280.44 -28.59 0.1846 474.8 YES 12.02 3.4 50.7 61.0 69.0 6.0 6.0 5.5 5.5 0.000109 1.54e-05 6.01e-08 1.4e-08 0.0 0.0 0.0 0.0 2.83 XO Y 130907904 215.92 45.7 0.19 3.15 105.6 57.5 0.0 P8_TRANSIENT010E 0.0 10000.0 30.0 7.61e-07 3.72e-07 -2.07 0.41 3228.6 5231.492 29.9 9.94e-07 4.89e-07 -2.06 0.4 3228.6 5231.492 29.9 9.94e-07 4.89e-07 -2.06 0.4
GRB110903111 GRB110903A 336710376.42 "2011-09-03 02:39:34.422" 197.2614 58.8524 0.0514 69.2 YES 2.8 44.3 93.9 4.0 12.0 2.0 3.0 370.1 370.1 2.46e-06 1.34e-06 1.42e-08 1.32e-08 0.0 0.0 0.0 0.0 0.0 X N 130828306 259.78 28.19 0.21 7.87 40.6 45.7 5.9 P8_TRANSIENT020E 0.0 10000.0 64.9 1.41e-06 3.16e-07 -2.33 0.23 13.667 406.88 122.7 1.98e-05 3.37e-06 -2.28 0.2 13.667 406.88 122.7 1.98e-05 3.37e-06 -2.28 0.2
GRB110921912 ---------- 338334767.09 "2011-09-21 21:52:45.092" 5.77 -26.58 0.2519 66.6 YES 3.5 34.2 21.8 12.0 13.0 1.0 1.0 13.1 13.1 4.31e-06 1.5e-06 6.59e-09 4.84e-09 0.0 0.0 0.0 0.0 0.0 --- N 130821674 314.21 -11.53 0.11 4.4 34.9 48.4 10.8 P8_TRANSIENT010E 0.0 10000.0 168.5 2.69e-06 3.94e-07 -2.43 0.17 0.0 3000.0 167.0 5.08e-06 7.78e-07 -2.34 0.17 26.348 7718.927 166.9 2.75e-06 4.06e-07 -2.43 0.17
GRB120107384 ---------- 347620337.41 "2012-01-07 09:12:15.411" 244.94 -70.05 0.3612 52.0 YES 1.86 46.3 96.2 8.0 8.0 3.0 3.0 6.9 6.9 1.48e-05 7.29e-06 2.93e-08 2.89e-08 0.0 0.0 0.0 0.0 0.0 --- N 130804023 261.12 -61.81 0.06 2.54 24.7 67.7 2.2 P8_TRANSIENT010E 0.0 500.0 26.0 2.1e-06 1.17e-06 -1.83 0.41 50.794 478.199 25.9 2.45e-06 1.36e-06 -1.82 0.41 50.794 478.199 25.9 2.45e-06 1.36e-06 -1.82 0.41
GRB120226871 ---------- 351982459.03 "2012-02-26 20:54:17.027" 302.97 48.98 0.4306 57.1 YES 2.37 35.7 41.7 29.0 40.0 2.0 2.0 363.0 363.0 6.33e-06 2.08e-06 2.31e-09 9.44e-10 0.0 0.0 0.0 0.0 0.0 --- N 130702004 216.4 16.16 0.43 3.61 75.9 77.6 2.0 P8_TRANSIENT010E 0.0 10000.0 27.4 1.33e-06 5.37e-07 -2.0 0.34 262.102 1818.175 30.9 1.67e-06 6.53e-07 -1.98 0.33 262.102 1818.175 30.9 1.67e-06 6.53e-07 -1.98 0.33
GRB120316008 ---------- 353549464.56 "2012-03-16 00:11:02.559" 57.34 -56.41 0.231 66.3 YES 3.27 10.0 48.8 13.0 13.0 1.0 1.0 74.6 74.6 4.67e-06 1.41e-06 3.52e-09 2.16e-09 0.0 0.0 0.0 0.0 0.0 --- N 130606497 218.57 -22.15 0.08 4.62 90.5 10.9 0.0 P8_TRANSIENT010E 0.0 10000.0 81.9 3.14e-06 1.04e-06 -1.77 0.22 0.0 1000.0 92.6 7.07e-06 2.04e-06 -1.77 0.21 97.921 787.455 84.8 7.12e-06 2.16e-06 -1.78 0.21
GRB120420858 ---------- 356646915.07 "2012-04-20 20:35:13.070" 108.77 15.17 0.2285 36.5 YES 0.0 110.4 77.8 13.0 20.0 1.0 1.0 3538.5 3538.5 3.55e-06 1.21e-06 2.49e-09 1.45e-09 0.0 0.0 0.0 0.0 0.0 --- N 130518580 355.6 47.53 0.13 4.24 41.0 83.1 9.2 P8_TRANSIENT010E 0.0 10000.0 73.9 2.32e-06 5.39e-07 -2.54 0.26 0.0 1000.0 107.7 2.46e-05 4.81e-06 -2.53 0.26 13.667 11935.08 85.4 2.15e-06 4.19e-07 -2.8 0.26
GRB120526303 ---------- 359709402.77 "2012-05-26 07:16:40.770" 53.82 -35.24 0.0779 128.9 YES 0.0 149.7 110.1 39.0 49.0 6.0 6.0 2527.6 2527.6 2.1e-06 4.82e-07 2.94e-09 1.75e-09 0.0 0.0 0.0 0.0 0.0 --- N 130504978 91.55 3.78 0.08 3.76 47.0 51.5 14.3 P8_TRANSIENT010E 0.0 10000.0 61.5 9.06e-07 2.46e-07 -1.92 0.19 0.0 1000.0 96.7 4.72e-06 1.12e-06 -1.93 0.19 18.977 1407.565 90.2 3.48e-06 8.43e-07 -1.96 0.19
GRB120624933 GRB120624B 362269436.93 "2012-06-24 22:23:54.934" 170.8919 8.9579 0.0909 788.2 YES 4.76 68.6 27.8 102.0 133.0 5.0 5.0 3939.6 3939.6 1.95e-05 1.97e-06 8.85e-09 1.31e-09 0.0 0.0 0.0 0.0 2.2 X Y 130504314 335.83 -3.82 0.74 1.23 71.2 63.5 2.0 P8_TRANSIENT010E 0.0 10000.0 12.9 1.63e-06 0.0 -3.31 0.66 0.0 3000.0 1.0 4.05e-06 0.0 -5.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
GRB120709883 ---------- 363561103.37 "2012-07-09 21:11:40.367" 318.73 -50.39 0.2828 151.1 YES 5.51 28.0 40.6 31.0 39.0 4.0 4.0 52.9 52.9 1.12e-05 2.37e-06 5.91e-09 1.84e-09 0.0 0.0 0.0 0.0 0.0 --- N 130502327 66.54 71.04 0.06 2.97 46.6 96.6 2.6 P8_TRANSIENT010E 0.0 10000.0 210.0 4.54e-06 7.16e-07 -2.04 0.13 0.0 300.0 249.3 6.87e-05 9.77e-06 -1.99 0.12 9.844 15970.325 190.7 2.14e-06 3.62e-07 -1.9 0.12
GRB120711115 GRB120711A 363667496.29 "2012-07-11 02:44:53.294" 94.5995 -70.8715 0.1171 193.3 YES 0.0 134.5 84.9 46.0 60.0 9.0 9.0 479.2 479.2 5.99e-06 1.18e-06 4.12e-09 1.39e-09 0.0 0.0 0.0 0.0 1.405 XO N 130427324 173.16 27.71 0.02 2.09 47.3 63.9 21.1 P8_TRANSIENT010E 0.0 10000.0 2321.1 2.52e-05 1.19e-06 -1.97 0.04 0.138 34985.18 2325.9 1.1e-05 5.23e-07 -1.99 0.04 0.138 34985.18 2325.9 1.1e-05 5.23e-07 -1.99 0.04
GRB120729456 GRB120729A 365252175.67 "2012-07-29 10:56:12.665" 13.26 49.9 0.289 33.3 YES 3.16 82.7 32.8 7.0 9.0 2.0 2.0 528.2 528.2 4.11e-06 1.87e-06 1.12e-08 1.06e-08 0.0 0.0 0.0 0.0 0.8 XO Y 130327350 218.15 -69.81 0.09 5.39 45.9 85.9 3.7 P8_TRANSIENT020E 0.0 10000.0 155.6 2.73e-06 5.29e-07 -1.71 0.12 7.09 523.174 217.5 1.58e-05 2.61e-06 -1.77 0.12 7.09 523.174 217.5 1.58e-05 2.61e-06 -1.77 0.12
GRB120830297 ---------- 368003226.53 "2012-08-30 07:07:03.533" 88.57 -28.76 0.4205 60.4 YES 2.87 38.4 74.9 3.0 4.0 0.0 0.0 3.0 3.0 0.000129 4.91e-05 1.04e-07 9.01e-08 0.0 0.0 0.0 0.0 0.0 --- N 130325203 122.97 -19.15 0.13 4.69 47.3 76.1 2.9 P8_TRANSIENT010E 0.0 10000.0 60.3 8.55e-07 2.36e-07 -2.13 0.23 0.0 3000.0 58.0 1.16e-06 3.63e-07 -1.96 0.25 110.33 1272.832 49.5 1.47e-06 5.75e-07 -1.71 0.25
GRB120911268 ---------- 369037578.0 "2012-09-11 06:26:15.000" 172.66 -37.5 0.2779 356.4 YES 8.08 66.6 23.8 34.0 44.0 1.0 2.0 81.5 81.5 0.000505 7.49e-05 2.62e-07 5.63e-08 0.0 0.0 0.0 0.0 0.0 --- N 130310840 142.37 -17.11 0.33 2.43 75.9 50.3 3.8 P8_TRANSIENT010E 0.0 10000.0 32.9 1.04e-06 3.91e-07 -1.89 0.27 3.678 560.075 54.7 7.84e-06 2.36e-06 -1.99 0.24 3.678 560.075 54.7 7.84e-06 2.36e-06 -1.99 0.24
GRB120915000 ---------- 369360044.64 "2012-09-15 00:00:41.638" 0.0 0.0 0.0 26.9 YES 3.5 11.5 59.6 3.0 3.0 0.0 0.0 0.3 0.3 0.00019 0.0 1.67e-07 0.0 0.0 0.0 0.0 0.0 0.0 --- N 121216419 131.81 -77.39 0.7 2.86 48.2 95.6 2.5 P8_TRANSIENT100E 0.0 10.0 22.4 0.000121 5.94e-05 -2.5 0.65 0.0 3.0 27.6 0.000305 0.000159 -2.34 0.65 0.072 8.235 24.4 0.000153 7.32e-05 -2.52 0.65
GRB121029350 ---------- 373191862.93 "2012-10-29 08:24:19.934" 229.08 -25.56 0.1406 42.6 YES 1.91 60.6 40.7 30.0 43.0 6.0 6.0 893.1 893.1 1.01e-06 4.19e-07 2.6e-09 1.95e-09 0.0 0.0 0.0 0.0 0.0 --- N 121123442 28.62 -24.06 0.35 0.54 78.0 75.2 1.6 P8_TRANSIENT010E 0.0 10000.0 21.0 1.18e-06 5.08e-07 -2.29 0.38 0.0 3000.0 23.7 2.02e-06 8.71e-07 -2.32 0.4 135.959 2742.89 23.6 2.03e-06 8.76e-07 -2.32 0.4
GRB121123442 ---------- 375359758.71 "2012-11-23 10:35:55.712" 0.0 0.0 0.0 33.4 YES 1.54 78.0 75.2 15.0 18.0 1.0 1.0 1290.2 1290.2 2.24e-06 9.35e-07 1.25e-09 6.76e-10 0.0 0.0 0.0 0.0 0.0 --- N 121029350 229.08 -25.56 0.15 1.24 60.6 40.7 2.0 P8_TRANSIENT010E 0.0 10000.0 32.2 4.25e-07 1.88e-07 -1.6 0.26 13.667 2193.67 40.9 9.04e-07 3.72e-07 -1.66 0.26 13.667 2193.67 40.9 9.04e-07 3.72e-07 -1.66 0.26
GRB121216419 ---------- 377344999.45 "2012-12-16 10:03:16.450" 0.0 0.0 0.0 30.2 YES 2.79 48.2 95.6 2.0 4.0 0.0 0.0 1.5 1.5 0.000256 0.0 2.25e-07 0.0 0.0 0.0 0.0 0.0 0.0 --- N 120915000 240.44 57.09 2.4 0.4 11.5 59.6 3.6 P8_TRANSIENT100E 0.0 10.0 33.4 0.000101 3.98e-05 -2.31 0.47 0.0 1.0 55.4 0.000844 0.000348 -2.33 0.53 0.138 9.163 31.5 9.98e-05 4.15e-05 -2.39 0.53
GRB130310840 ---------- 384638984.5 "2013-03-10 20:09:41.503" 142.31 -17.02 0.2962 73.5 YES 3.94 75.8 50.3 11.0 19.0 1.0 1.0 4.1 4.1 8.78e-06 2.97e-06 8.55e-09 5.05e-09 0.0 0.0 0.0 0.0 0.0 --- N 120911268 172.52 -37.66 0.23 1.41 66.8 23.9 14.1 P8_TRANSIENT020E 0.0 10000.0 90.4 6.85e-06 1.22e-06 -2.35 0.17 5.106 1240.6 148.4 0.0002 2.74e-05 -2.57 0.17 5.106 1240.6 148.4 0.0002 2.74e-05 -2.57 0.17
GRB130325203 ---------- 385879917.3 "2013-03-25 04:51:54.298" 122.97 -19.15 0.1312 58.7 YES 2.92 47.3 76.1 49.0 57.0 8.0 8.0 563.5 563.5 1.23e-06 3.89e-07 1.41e-09 7.92e-10 0.0 0.0 0.0 0.0 0.0 --- N 120830297 88.64 -28.9 0.41 3.26 38.3 75.0 3.4 P8_TRANSIENT100E 0.0 4000.0 15.4 3.23e-06 0.0 -2.15 0.42 0.0 3.0 69.3 0.000336 0.000138 -1.97 0.42 0.513 932.988 15.4 3.2e-06 0.0 -2.14 0.42
GRB130327350 ---------- 386065447.05 "2013-03-27 08:24:04.051" 218.26 -69.77 0.1468 309.8 YES 2.57 45.9 85.8 27.0 32.0 8.0 8.0 49.4 49.4 7.84e-05 1.33e-05 1.72e-07 6.89e-08 0.0 0.0 0.0 0.0 0.0 --- N 120729456 13.26 49.9 0.26 2.05 82.7 32.8 1.4 P8_TRANSIENT010E 0.0 4000.0 33.0 3.9e-06 1.77e-06 -1.67 0.31 0.0 1000.0 33.0 3.9e-06 1.77e-06 -1.67 0.34 363.916 737.178 24.3 3.41e-06 1.75e-06 -1.64 0.34
GRB130427324 GRB130427A 388741629.42 "2013-04-27 07:47:06.420" 173.14 27.72 0.0237 5619.5 YES 8.99 47.3 63.9 409.0 494.0 73.0 75.0 390.4 390.4 0.000217 1.14e-05 2.65e-07 2.82e-08 0.0 0.0 0.0 0.0 0.34 XOR Y 120711115 94.64 -70.88 0.1 1.46 134.5 84.9 0.0 P8_TRANSIENT010E 0.0 10000.0 141.0 2.48e-06 4.28e-07 -2.34 0.18 363.916 6981.527 134.7 2.49e-06 4.51e-07 -2.3 0.18 363.916 6981.527 134.7 2.49e-06 4.51e-07 -2.3 0.18
GRB130502327 GRB130502B 389173874.76 "2013-05-02 07:51:11.761" 66.5147 71.0714 0.0559 505.9 YES 4.73 46.5 96.5 59.0 82.0 10.0 11.0 110.7 110.7 4.46e-05 6.4e-06 4.51e-08 1.6e-08 0.0 0.0 0.0 0.0 0.0 X N 120709883 318.82 -50.4 0.29 3.34 27.9 40.6 6.3 P8_TRANSIENT010E 0.0 10000.0 77.3 1.09e-05 2.24e-06 -2.36 0.22 0.099 718.737 75.6 1.1e-05 2.28e-06 -2.32 0.22 0.099 718.737 75.6 1.1e-05 2.28e-06 -2.32 0.22
GRB130504314 ---------- 389345526.39 "2013-05-04 07:32:03.386" 0.0 0.0 0.0 30.0 YES 1.77 71.2 63.5 26.0 46.0 5.0 5.0 401.7 401.7 1.75e-06 0.0 1.54e-09 0.0 0.0 0.0 0.0 0.0 0.0 --- N 120624933 170.9 8.93 0.08 1.92 68.6 27.8 5.9 P8_TRANSIENT010E 0.0 10000.0 346.7 6.39e-06 6.44e-07 -2.58 0.13 0.0 3000.0 402.1 2.28e-05 2.19e-06 -2.55 0.13 70.525 1147.163 389.9 2.3e-05 2.22e-06 -2.54 0.13
GRB130504978 GRB130504C 389402940.52 "2013-05-04 23:28:57.518" 91.55 3.78 0.0961 124.0 YES 12.58 47.0 51.5 39.0 45.0 6.0 6.0 180.7 180.7 8.17e-06 2.13e-06 1.18e-08 6.18e-09 0.0 0.0 0.0 0.0 0.0 X N 120526303 53.82 -35.24 0.08 2.24 31.5 70.3 0.0 P8_TRANSIENT010E 0.0 10000.0 107.5 2.01e-06 4.53e-07 -1.89 0.17 0.0 3000.0 106.6 2.13e-06 4.86e-07 -1.85 0.17 505.28 2989.732 100.7 2.05e-06 4.82e-07 -1.86 0.17
GRB130518580 GRB130518A 390578080.52 "2013-05-18 13:54:37.525" 355.615 47.5396 0.1446 252.7 YES 8.23 41.0 83.1 37.0 48.0 5.0 5.0 380.6 380.6 2.5e-05 4.91e-06 1.16e-08 2.96e-09 0.0 0.0 0.0 0.0 2.49 XO Y 120420858 108.77 15.17 0.19 2.58 110.4 77.8 0.0 P8_TRANSIENT010E 0.0 10000.0 24.1 2.34e-06 1.05e-06 -2.29 0.38 2970.53 4078.016 28.4 3.08e-06 1.03e-06 -2.22 0.33 2970.53 4078.016 28.4 3.08e-06 1.03e-06 -2.22 0.33
GRB130606497 ---------- 392212536.63 "2013-06-06 11:55:33.631" 218.5626 -22.1529 0.0787 111.0 YES 2.24 90.5 10.9 17.0 24.0 5.0 5.0 963.4 963.4 5.96e-06 1.9e-06 1.33e-08 1.13e-08 0.0 0.0 0.0 0.0 0.0 --- N 120316008 57.34 -56.41 0.21 3.34 10.0 48.8 3.9 P8_TRANSIENT010E 0.0 10000.0 41.2 2.57e-06 8.72e-07 -2.41 0.34 0.0 1000.0 54.1 3.13e-06 8.58e-07 -2.3 0.33 13.667 1371.04 44.8 2.69e-06 8.77e-07 -2.33 0.33
GRB130702004 GRB130702A 394416326.08 "2013-07-02 00:05:23.079" 216.4 16.16 0.4212 26.8 YES 3.39 75.9 77.6 8.0 12.0 1.0 2.0 1811.2 1811.2 1.41e-06 5.69e-07 1.48e-09 1.15e-09 0.0 0.0 0.0 0.0 0.145 XOR N 120226871 302.97 48.98 0.4 2.47 35.7 41.7 8.3 P8_TRANSIENT010E 0.0 4000.0 21.7 2.04e-06 6.75e-07 -2.65 0.39 0.0 300.0 40.9 1.14e-05 3.2e-06 -2.98 0.83 9.844 188.772 30.0 1.46e-05 4.35e-06 -3.84 0.83
GRB130804023 ---------- 397269198.53 "2013-08-04 00:33:15.527" 261.1 -61.799 0.0528 34.7 YES 2.12 24.7 67.7 14.0 19.0 4.0 4.0 219.4 219.4 2.43e-06 1.25e-06 3.69e-09 3.72e-09 0.0 0.0 0.0 0.0 0.0 --- N 120107384 244.94 -70.05 0.3 1.88 46.3 96.2 2.2 P8_TRANSIENT020E 0.0 100.0 30.0 1.71e-05 7.81e-06 -1.9 0.36 0.713 363.916 36.1 1.11e-05 3.73e-06 -2.45 0.38 0.713 363.916 36.1 1.11e-05 3.73e-06 -2.45 0.38
GRB130821674 ---------- 398794231.01 "2013-08-21 16:10:28.011" 314.21 -11.53 0.1273 274.1 YES 12.05 34.9 48.4 84.0 105.0 9.0 9.0 1484.2 1484.2 5.12e-06 8.13e-07 2.95e-09 7.48e-10 0.0 0.0 0.0 0.0 0.0 --- N 110921912 5.79 -26.51 0.27 0.8 34.3 21.7 4.3 P8_TRANSIENT010E 0.0 10000.0 34.6 7.04e-07 2.4e-07 -1.97 0.26 0.0 1000.0 50.5 3.11e-06 9.86e-07 -2.01 0.29 7.09 321.616 43.6 7.21e-06 2.54e-06 -2.01 0.29
GRB130828306 ---------- 399367203.15 "2013-08-28 07:20:00.153" 259.69 28.2 0.2198 230.7 YES 4.75 40.7 45.8 18.0 24.0 2.0 2.0 30.8 30.8 7.74e-05 1.48e-05 4.37e-08 1.51e-08 0.0 0.0 0.0 0.0 0.0 --- N 110903111 197.26 58.84 0.05 2.75 44.3 93.9 2.1 P8_TRANSIENT010E 0.0 10000.0 37.1 4.69e-07 2.54e-07 -1.65 0.31 0.0 1000.0 45.8 2.46e-06 1.16e-06 -1.76 0.0 13.667 25805.666 3.7 3.62e-07 0.0 -6.0 0.0
GRB130907904 GRB130907A 400282876.0 "2013-09-07 21:41:13.000" 215.92 45.7 0.1838 31.9 YES 0.0 105.6 57.5 16.0 27.0 1.0 2.0 4017.8 4017.8 8.69e-07 4.2e-07 7.09e-10 5.05e-10 0.0 0.0 0.0 0.0 1.238 XOR Y 110731465 280.44 -28.55 0.1 4.33 3.4 50.7 14.1 P8_TRANSIENT020E 0.0 10000.0 109.0 2.27e-06 4.3e-07 -2.19 0.16 0.0 100.0 170.5 0.000107 1.47e-05 -2.37 0.16 0.99 1469.139 139.5 6.98e-06 1.18e-06 -2.23 0.16
GRB131014215 GRB131014A 403420143.2 "2013-10-14 05:09:00.202" 100.89 -20.75 0.4099 136.1 YES 7.12 72.4 75.9 5.0 7.0 2.0 3.0 4.1 4.1 0.00225 0.000541 1.86e-06 1.16e-06 0.0 0.0 0.0 0.0 0.0 X N 110728056 173.56 4.36 0.42 3.72 41.3 15.6 3.2 P8_TRANSIENT100E 0.0 500.0 25.3 4.59e-06 1.86e-06 -2.15 0.37 0.0 10.0 63.2 0.000171 5.7e-05 -2.04 0.36 0.192 356.265 26.6 5.44e-06 2.22e-06 -2.09 0.36
GRB131029973 ---------- 404781651.58 "2013-10-29 23:20:48.578" 200.85 48.03 0.1241 209.8 YES 2.58 59.7 93.9 25.0 33.0 3.0 3.0 189.7 189.7 2.32e-05 4.24e-06 1.11e-08 3.06e-09 0.0 0.0 0.0 0.0 0.0 --- N 110721200 333.54 -38.59 0.08 3.86 40.4 83.1 27.5 P8_TRANSIENT020E 0.0 10000.0 80.3 1.34e-06 3.21e-07 -2.3 0.23 0.0 100.0 124.8 6.59e-05 1.11e-05 -2.36 0.2 0.037 500.84 120.7 1.42e-05 2.41e-06 -2.41 0.2
GRB131108862 GRB131108A 405636118.76 "2013-11-08 20:41:55.759" 156.7245 9.6236 0.1328 1754.4 YES 16.39 25.1 22.1 125.0 158.0 3.0 3.0 0.2 0.2 0.000328 2.8e-05 1.27e-07 1.75e-08 0.0 0.0 0.0 0.0 2.4 XOR N 110625881 286.42 6.37 0.08 0.66 87.4 50.4 1.2 P8_TRANSIENT010E 0.0 4000.0 44.9 1.81e-05 4.11e-06 -2.62 0.24 0.0 1000.0 45.4 2.37e-05 5.71e-06 -2.5 0.23 70.525 28931.85 34.0 6.17e-06 1.5e-06 -2.55 0.23
GRB131209547 ---------- 408287279.97 "2013-12-09 13:07:56.968" 0.0 0.0 0.0 32.0 YES 2.62 20.9 54.2 8.0 8.0 0.0 0.0 35.7 35.7 2.63e-05 0.0 2.31e-08 0.0 0.0 0.0 0.0 0.0 0.0 --- N 110518860 67.19 -34.27 0.12 3.16 165.2 123.8 0.0 P8_TRANSIENT010E 0.0 10000.0 39.2 8.62e-07 3.88e-07 -1.84 0.31 0.0 3000.0 40.0 8.64e-07 3.9e-07 -1.8 0.31 974.08 3156.085 39.7 8.73e-07 3.91e-07 -1.84 0.31
GRB131231198 GRB131231A 410157919.08 "2013-12-31 04:45:16.083" 10.5562 -1.7154 0.0354 309.3 YES 9.14 38.2 41.3 45.0 54.0 12.0 12.0 37.9 37.9 4.92e-06 9.42e-07 1.39e-08 5.27e-09 0.0 0.0 0.0 0.0 0.642 XO N 110428388 5.44 64.95 0.11 1.47 34.6 84.4 2.8 P8_TRANSIENT010E 0.0 10000.0 27.8 6.59e-07 2.7e-07 -1.95 0.25 0.0 300.0 51.3 8.54e-06 2.8e-06 -1.81 0.2 7.09 2359.68 49.7 1.92e-06 5.74e-07 -1.91 0.2
GRB140102887 GRB140102A 410390260.81 "2014-01-02 21:17:37.811" 212.0143 1.4488 0.1638 88.5 YES 6.37 47.2 45.1 9.0 12.0 2.0 2.0 5.7 5.7 3.15e-05 8.71e-06 2.39e-08 1.39e-08 0.0 0.0 0.0 0.0 0.0 XO Y 110328520 121.65 41.53 0.11 2.34 35.8 43.3 15.6 P8_TRANSIENT010E 0.0 10000.0 50.3 1.76e-06 4.94e-07 -2.26 0.29 0.0 3000.0 46.9 2.65e-06 1.06e-06 -2.06 0.42 7.09 622.95 32.5 1.88e-06 9.78e-07 -1.97 0.42
GRB140104731 ---------- 410549526.15 "2014-01-04 17:32:03.150" 218.76 -8.98 0.136 78.9 YES 3.02 18.0 36.3 44.0 52.0 8.0 8.0 1842.7 1842.7 2.06e-06 6.21e-07 2.5e-09 1.32e-09 0.0 0.0 0.0 0.0 0.0 --- N 110227229 18.04 22.66 0.27 0.11 6.7 47.5 2.5 P8_TRANSIENT010E 0.0 4000.0 18.2 2.6e-06 0.0 -1.75 0.31 0.0 3000.0 18.2 2.6e-06 0.0 -1.75 0.31 9.844 1164.609 17.9 2.55e-06 0.0 -1.71 0.31
