 # GCNNAME	 RA DEC ERR SEP2CLOSEST	 THETA ZENITH	 LLE	 IRFS	 LIKE_SU TSTART_SU TSTOP_SU TS_SU	 Flux_SU	 Index_SU 	 LIKE_BEST TSTART_BEST TSTOP_BEST TS_BEST	 Flux_BEST Index_BEST 	 LIKE_AG TSTART_AG TSTOP_AG TS_AG	 Flux_AG 	 Index_AG 
  140528837  	  280.59 -59.45  2.2e-01 2.75	  45.9 65.9 	  2.5   	  P8_TRANSIENT010E               	      0.000   4000.000 31.0 	  1.28e-06   4.87e-07 	 -2.10   0.30 	     70.525   2229.262 32.0 	  1.52e-06   5.68e-07 	 -2.11   0.30 	       70.525   2229.262 32.0 	  1.52e-06   5.68e-07 	 -2.11   0.30 
  140523129  	  133.09  24.84  1.7e-01 3.96	  56.0 28.0 	  3.5   	  P8_TRANSIENT010E               	      0.000  10000.000 91.7 	  6.01e-06   1.27e-06 	 -1.99   0.16 	      1.374   1098.980 115.9 	  4.32e-05   8.18e-06 	 -2.04   0.16 	        1.374   1098.980 115.9 	  4.32e-05   8.18e-06 	 -2.04   0.16 
  140416060  	   35.74  42.10  7.0e-02 0.93	  138.8 94.3 	  0.0   	  P8_TRANSIENT010E               	      0.000  10000.000 29.3 	  1.36e-06   6.31e-07 	 -2.01   0.33 	    974.080   3133.660 33.6 	  1.94e-06   7.74e-07 	 -2.05   0.30 	      974.080   3133.660 33.6 	  1.94e-06   7.74e-07 	 -2.05   0.30 
  140402007  	  207.65   5.97  1.1e-01 1.62	  13.7 47.2 	  5.4   	  P8_TRANSIENT020E               	      0.000  10000.000 47.4 	  6.84e-07   2.62e-07 	 -1.96   0.28 	      0.000    100.000 80.8 	  1.95e-05   6.26e-06 	 -1.76   0.23 	        0.037     17.862 70.2 	  8.83e-05   3.11e-05 	 -1.76   0.25 
  140323433  	  356.54 -79.93  1.3e-01 2.35	  30.6 68.7 	  2.1   	  P8_TRANSIENT010E               	      0.000  10000.000 40.1 	  1.76e-06   8.83e-07 	 -1.54   0.30 	      0.000   3000.000 40.1 	  1.76e-06   8.83e-07 	 -1.54   0.30 	      135.959    744.197 26.2 	  2.06e-06   1.17e-06 	 -1.61   0.35 
  140219824  	  158.20   7.26  6.2e-01 2.21	  95.9 112.9 	  0.0   	  P8_TRANSIENT010E               	      0.000  10000.000 24.0 	  1.48e-06   6.41e-07 	 -2.24   0.38 	      0.000   3000.000 26.0 	  1.72e-06   7.24e-07 	 -2.09   0.34 	      505.280   3430.360 25.9 	  1.72e-06   7.24e-07 	 -2.09   0.34 
  140206275  	  315.24  -8.79  6.0e-02 5.73	  46.2 85.4 	  23.9   	  P8_TRANSIENT010E               	      0.000  10000.000 300.7 	  3.17e-06   4.03e-07 	 -2.10   0.11 	      9.844   8591.231 302.7 	  3.21e-06   4.08e-07 	 -2.10   0.11 	        9.844   8591.231 302.7 	  3.21e-06   4.08e-07 	 -2.10   0.11 
  140204547  	  153.91  49.37  1.3e-01 0.11	  41.9 47.3 	  2.4   	  P8_TRANSIENT010E               	      0.000  10000.000 23.4 	  7.38e-07   3.08e-07 	 -1.75   0.26 	     36.583  23772.039 37.0 	  3.65e-07   1.22e-07 	 -1.57   0.18 	       36.583  23772.039 37.0 	  3.65e-07   1.22e-07 	 -1.57   0.18 
  140124527  	   59.26  36.86  2.4e-01 3.58	  19.9 65.9 	  3.0   	  P8_TRANSIENT010E               	      0.000    500.000 24.8 	  1.66e-06   9.26e-07 	 -1.54   0.33 	      0.000   1000.000 23.6 	  1.39e-06   7.57e-07 	 -1.72   0.33 	       36.583  45184.898 16.4 	  3.29e-07   0.00e+00 	 -1.53   0.34 
  140110263  	   29.12 -36.53  1.7e-01 3.05	  34.7 64.4 	  8.6   	  P8_TRANSIENT020E               	      0.000  10000.000 65.8 	  3.08e-06   6.86e-07 	 -2.49   0.26 	      0.000    300.000 94.5 	  2.23e-05   4.14e-06 	 -2.43   0.22 	        0.513    968.638 74.9 	  5.72e-06   1.21e-06 	 -2.40   0.23 
  140104731  	  218.76  -8.98  1.3e-01 3.87	  18.0 36.3 	  2.6   	  P8_TRANSIENT010E               	      0.000  10000.000 49.8 	  9.09e-07   2.96e-07 	 -1.96   0.24 	      0.000   3000.000 61.9 	  1.94e-06   5.78e-07 	 -1.94   0.22 	      188.772   1510.937 58.4 	  2.64e-06   7.94e-07 	 -1.93   0.23 
  140102887  	  211.92   1.36  1.2e-01 2.51	  47.2 45.1 	  6.4   	  P8_TRANSIENT020E               	      0.000  10000.000 42.4 	  4.09e-07   1.81e-07 	 -1.61   0.26 	      0.000   3000.000 68.3 	  2.95e-06   9.65e-07 	 -1.82   0.24 	        2.649    661.288 66.0 	  3.36e-06   1.16e-06 	 -1.72   0.23 
  131231198  	   10.55  -1.72  3.0e-02 2.23	  38.2 41.3 	  9.3   	  P8_TRANSIENT010E               	      0.000  10000.000 240.7 	  1.68e-06   3.13e-07 	 -1.68   0.12 	     18.977   5099.583 250.9 	  2.69e-06   4.93e-07 	 -1.66   0.12 	       18.977   5099.583 250.9 	  2.69e-06   4.93e-07 	 -1.66   0.12 
  131209547  	  137.11 -33.92  8.4e-01 1.48	  20.8 54.2 	  2.3   	  P8_TRANSIENT020E               	      0.000    500.000 20.6 	  5.52e-06   1.88e-06 	 -3.55   0.74 	      0.000    100.000 17.8 	  2.56e-05   0.00e+00 	 -3.16   0.70 	        9.844    147.206 17.4 	  2.05e-05   0.00e+00 	 -3.20   0.67 
  131108862  	  156.79   9.59  1.2e-01 4.60	  25.1 22.0 	  24.3   	  P8_TRANSIENT020E               	      0.000  10000.000 351.9 	  6.23e-06   5.81e-07 	 -2.59   0.12 	      0.019    433.449 420.9 	  6.90e-05   5.86e-06 	 -2.64   0.11 	        0.019    433.449 420.9 	  6.90e-05   5.86e-06 	 -2.64   0.11 
  131029973  	  200.85  48.03  1.3e-01 1.69	  59.7 93.9 	  2.9   	  P8_TRANSIENT010E               	      0.000  10000.000 59.4 	  2.66e-06   6.05e-07 	 -2.49   0.24 	      0.000   3000.000 87.7 	  1.38e-05   2.35e-06 	 -2.48   0.21 	       36.583   3224.020 87.6 	  1.41e-05   2.41e-06 	 -2.48   0.21 
  131014215  	  100.41 -19.20  2.6e-01 3.32	  73.5 75.6 	  8.1   	  P8_TRANSIENT100E               	      0.000  10000.000 32.1 	  2.13e-06   6.05e-07 	 -2.21   0.25 	      0.000     30.000 192.0 	  1.06e-03   2.18e-04 	 -1.96   0.19 	        1.374    345.400 91.2 	  2.28e-05   4.79e-06 	 -1.99   0.18 
  130907904  	  215.92  45.70  1.9e-01 3.15	  105.6 57.5 	  0.0   	  P8_TRANSIENT010E               	      0.000  10000.000 30.0 	  7.61e-07   3.72e-07 	 -2.07   0.41 	   3228.600   5231.492 29.9 	  9.94e-07   4.89e-07 	 -2.06   0.40 	     3228.600   5231.492 29.9 	  9.94e-07   4.89e-07 	 -2.06   0.40 
  130828306  	  259.78  28.19  2.1e-01 7.87	  40.6 45.7 	  5.9   	  P8_TRANSIENT020E               	      0.000  10000.000 64.9 	  1.41e-06   3.16e-07 	 -2.33   0.23 	     13.667    406.880 122.7 	  1.98e-05   3.37e-06 	 -2.28   0.20 	       13.667    406.880 122.7 	  1.98e-05   3.37e-06 	 -2.28   0.20 
  130821674  	  314.21 -11.53  1.1e-01 4.40	  34.9 48.4 	  10.8   	  P8_TRANSIENT010E               	      0.000  10000.000 168.5 	  2.69e-06   3.94e-07 	 -2.43   0.17 	      0.000   3000.000 167.0 	  5.08e-06   7.78e-07 	 -2.34   0.17 	       26.348   7718.927 166.9 	  2.75e-06   4.06e-07 	 -2.43   0.17 
  130804023  	  261.12 -61.81  6.0e-02 2.54	  24.7 67.7 	  2.2   	  P8_TRANSIENT010E               	      0.000    500.000 26.0 	  2.10e-06   1.17e-06 	 -1.83   0.41 	     50.794    478.199 25.9 	  2.45e-06   1.36e-06 	 -1.82   0.41 	       50.794    478.199 25.9 	  2.45e-06   1.36e-06 	 -1.82   0.41 
  130702004  	  216.40  16.16  4.3e-01 3.61	  75.9 77.6 	  2.0   	  P8_TRANSIENT010E               	      0.000  10000.000 27.4 	  1.33e-06   5.37e-07 	 -2.00   0.34 	    262.102   1818.175 30.9 	  1.67e-06   6.53e-07 	 -1.98   0.33 	      262.102   1818.175 30.9 	  1.67e-06   6.53e-07 	 -1.98   0.33 
  130606497  	  218.57 -22.15  8.0e-02 4.62	  90.5 10.9 	  0.0   	  P8_TRANSIENT010E               	      0.000  10000.000 81.9 	  3.14e-06   1.04e-06 	 -1.77   0.22 	      0.000   1000.000 92.6 	  7.07e-06   2.04e-06 	 -1.77   0.20 	       97.921    787.455 84.8 	  7.12e-06   2.16e-06 	 -1.78   0.21 
  130518580  	  355.60  47.53  1.3e-01 4.24	  41.0 83.1 	  9.2   	  P8_TRANSIENT010E               	      0.000  10000.000 73.9 	  2.32e-06   5.39e-07 	 -2.54   0.26 	      0.000   1000.000 107.7 	  2.46e-05   4.81e-06 	 -2.53   0.23 	       13.667  11935.080 85.4 	  2.15e-06   4.19e-07 	 -2.80   0.26 
  130504978  	   91.55   3.78  8.0e-02 3.76	  47.0 51.5 	  14.3   	  P8_TRANSIENT010E               	      0.000  10000.000 61.5 	  9.06e-07   2.46e-07 	 -1.92   0.19 	      0.000   1000.000 96.7 	  4.72e-06   1.12e-06 	 -1.93   0.19 	       18.977   1407.565 90.2 	  3.48e-06   8.43e-07 	 -1.96   0.19 
  130504314  	  335.83  -3.82  7.4e-01 1.23	  71.2 63.5 	  2.0   	  P8_TRANSIENT010E               	      0.000  10000.000 12.9 	  1.63e-06   0.00e+00 	 -3.31   0.66 	      0.000   3000.000 1.0 	  4.05e-06   0.00e+00 	 -5.02   2.76 	        0.000      0.000 0.0 	  0.00e+00   0.00e+00 	 0.00   0.00 
  130502327  	   66.54  71.04  6.0e-02 2.97	  46.6 96.6 	  2.6   	  P8_TRANSIENT010E               	      0.000  10000.000 210.0 	  4.54e-06   7.16e-07 	 -2.04   0.13 	      0.000    300.000 249.3 	  6.87e-05   9.77e-06 	 -1.99   0.11 	        9.844  15970.325 190.7 	  2.14e-06   3.62e-07 	 -1.90   0.12 
  130427324  	  173.16  27.71  2.0e-02 2.09	  47.3 63.9 	  21.1   	  P8_TRANSIENT010E               	      0.000  10000.000 2321.1 	  2.52e-05   1.19e-06 	 -1.97   0.04 	      0.138  34985.180 2325.9 	  1.10e-05   5.23e-07 	 -1.99   0.04 	        0.138  34985.180 2325.9 	  1.10e-05   5.23e-07 	 -1.99   0.04 
  130327350  	  218.15 -69.81  9.0e-02 5.39	  45.9 85.9 	  3.7   	  P8_TRANSIENT020E               	      0.000  10000.000 155.6 	  2.73e-06   5.29e-07 	 -1.71   0.12 	      7.090    523.174 217.5 	  1.58e-05   2.61e-06 	 -1.77   0.12 	        7.090    523.174 217.5 	  1.58e-05   2.61e-06 	 -1.77   0.12 
  130325203  	  122.97 -19.15  1.3e-01 4.69	  47.3 76.1 	  2.9   	  P8_TRANSIENT010E               	      0.000  10000.000 60.3 	  8.55e-07   2.36e-07 	 -2.13   0.23 	      0.000   3000.000 58.0 	  1.16e-06   3.63e-07 	 -1.96   0.24 	      110.330   1272.832 49.5 	  1.47e-06   5.75e-07 	 -1.71   0.25 
  130310840  	  142.37 -17.11  3.3e-01 2.43	  75.9 50.3 	  3.8   	  P8_TRANSIENT010E               	      0.000  10000.000 32.9 	  1.04e-06   3.91e-07 	 -1.89   0.27 	      3.678    560.075 54.7 	  7.84e-06   2.36e-06 	 -1.99   0.24 	        3.678    560.075 54.7 	  7.84e-06   2.36e-06 	 -1.99   0.24 
  121216419  	  131.81 -77.39  7.0e-01 2.86	  48.2 95.6 	  2.5   	  P8_TRANSIENT100E               	      0.000     10.000 22.4 	  1.21e-04   5.94e-05 	 -2.50   0.65 	      0.000      3.000 27.6 	  3.05e-04   1.59e-04 	 -2.34   0.65 	        0.072      8.235 24.4 	  1.53e-04   7.32e-05 	 -2.52   0.65 
